Name,Age,City,Score,Hours_Study,Projects,Efficiency,Cluster,Recommendation
James Kim,14,Timothyshire,3,5,3,0.6,High,Покращувати ефективність
Jason Smith,16,Davidshire,7,5,1,1.4,Low,Не будь слабим. Збільшуй навчання!
Joshua Mcdaniel,11,North Robertmouth,2,4,1,0.5,High,Покращувати ефективність
John Wolf,14,Eatonstad,9,4,1,2.25,Low,Не будь слабим. Збільшуй навчання!
James White,14,Cathyton,5,1,2,5.0,Medium,Практикуй більше годин
George Johnson,12,Levineborough,5,1,1,5.0,Medium,Практикуй більше годин
Noah Ponce,11,West Jamesport,1,2,2,0.5,High,Покращувати ефективність
Suzanne Lewis,11,North Alexandra,5,5,1,1.0,Low,Не будь слабим. Збільшуй навчання!
Jason Payne,17,Williamsport,7,2,1,3.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Mr. Jonathan Whitaker V,12,New Chelseashire,5,4,2,1.25,High,Покращувати ефективність
Lisa Hall,17,Williamburgh,4,2,2,2.0,High,Покращувати ефективність
Kathleen Jones,18,Robertsbury,5,1,3,5.0,Medium,Практикуй більше годин
Patrick Mckinney,17,Rickytown,5,3,1,1.6666666666666667,High,Покращувати ефективність
Regina Krause,18,West Mark,5,3,2,1.6666666666666667,High,Покращувати ефективність
Natalie Russo,12,Lake Dana,8,4,2,2.0,Low,Не будь слабим. Збільшуй навчання!
William Perez,14,Lake Anna,3,5,2,0.6,High,Покращувати ефективність
Tammy Morris DVM,13,Weissville,6,4,2,1.5,Low,Не будь слабим. Збільшуй навчання!
Theodore Bowers,18,South Rickyville,3,4,1,0.75,High,Покращувати ефективність
Cassie Sampson,18,South Heidi,4,3,2,1.3333333333333333,High,Покращувати ефективність
Meagan Gamble,15,New Jose,10,4,2,2.5,Low,Не будь слабим. Збільшуй навчання!
Amy Patterson,18,Caldwellburgh,2,3,3,0.6666666666666666,High,Покращувати ефективність
Andrew Booth,13,East Amanda,9,2,2,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Colleen Smith,16,Amandaville,3,2,1,1.5,High,Покращувати ефективність
Jacob Pineda,10,South Tyrone,6,1,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Lori Ramos,16,Wrightport,10,5,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Michelle Garcia,11,New Nicole,1,1,2,1.0,High,Покращувати ефективність
James Spears,16,Andrewfurt,2,2,1,1.0,High,Покращувати ефективність
Joseph Lopez,16,South Henry,8,4,3,2.0,Low,Не будь слабим. Збільшуй навчання!
Laura Harris,11,New John,2,4,2,0.5,High,Покращувати ефективність
Katherine Adams,10,Philipchester,4,2,3,2.0,High,Покращувати ефективність
Collin White,11,Muellermouth,4,4,2,1.0,High,Покращувати ефективність
Julie Johnson MD,14,West Spencer,4,2,3,2.0,High,Покращувати ефективність
Joshua Whitehead,11,Lake Patrickview,3,3,1,1.0,High,Покращувати ефективність
Taylor Kennedy,14,East Meghan,12,2,1,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Jennifer Thompson,14,Lake Daniel,3,3,2,1.0,High,Покращувати ефективність
Amanda Serrano,18,Graceton,11,1,3,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Jordan Benson,13,Jenningsfurt,2,1,1,2.0,High,Покращувати ефективність
Ronald Acosta,11,Mitchelltown,6,1,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Benjamin Clark,10,East Charleshaven,4,2,1,2.0,High,Покращувати ефективність
Carrie Mcdonald,14,South Terri,7,3,3,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Michael Moreno,15,Morrisonview,9,2,3,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Jose Vaughan,10,Saraport,8,2,1,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Marcia Campbell,14,Edwardsfurt,8,1,2,8.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Walter Mathis,18,Boyerbury,10,5,3,2.0,Low,Не будь слабим. Збільшуй навчання!
Keith Smith,15,Jackfurt,4,5,1,0.8,High,Покращувати ефективність
Amanda Larson,15,Myersmouth,3,4,1,0.75,High,Покращувати ефективність
Robert Morton,10,East Jenniferview,12,2,1,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Allison Tucker,15,South Meredith,12,3,1,4.0,Low,Не будь слабим. Збільшуй навчання!
Desiree Goodman,18,Bowmanborough,11,3,1,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Angelica Torres,13,North Melissa,4,2,1,2.0,High,Покращувати ефективність
Michael Castillo,18,Mayton,10,1,1,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Timothy Cox II,16,Thompsonport,12,3,2,4.0,Low,Не будь слабим. Збільшуй навчання!
Joyce King,17,Lopezborough,3,3,2,1.0,High,Покращувати ефективність
David Johnson,15,Simpsonberg,9,4,2,2.25,Low,Не будь слабим. Збільшуй навчання!
Maria Bowen,12,New Steven,12,2,3,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Kelsey Garza,18,New Sharon,9,5,2,1.8,Low,Не будь слабим. Збільшуй навчання!
Patrick Jordan,14,South Angelaview,1,4,2,0.25,High,Покращувати ефективність
Jeremy Osborn,10,South Jenniferhaven,10,1,2,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Cindy Daniels,15,Port Andrew,3,1,1,3.0,High,Покращувати ефективність
Amanda Hernandez,12,Juliemouth,7,1,3,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Angela Ritter,10,Brownstad,2,4,1,0.5,High,Покращувати ефективність
Brent Atkins,18,West Brian,6,4,1,1.5,Low,Не будь слабим. Збільшуй навчання!
Jacqueline Hunt,18,Mayburgh,5,1,2,5.0,Medium,Практикуй більше годин
Zachary Sanders,15,Lake Eric,3,4,1,0.75,High,Покращувати ефективність
Blake Hicks,18,South Cherylmouth,6,4,3,1.5,Low,Не будь слабим. Збільшуй навчання!
Angela Davidson,11,East Rogerfort,12,4,2,3.0,Low,Не будь слабим. Збільшуй навчання!
Larry Carter,18,Port Tylerfurt,5,2,2,2.5,High,Покращувати ефективність
Cassandra Chapman,10,West Martin,11,3,1,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Dr. Laurie Turner,15,Erikmouth,7,4,2,1.75,Low,Не будь слабим. Збільшуй навчання!
Nicole Bradshaw,13,East Garrettshire,11,3,3,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Taylor Clark,12,New Christine,1,4,3,0.25,High,Покращувати ефективність
Diana Lawson,12,Richardsonstad,11,4,3,2.75,Low,Не будь слабим. Збільшуй навчання!
Ryan Murray,11,Michaelchester,8,3,3,2.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Jessica Gibson,16,East Samueltown,7,1,3,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Christina Rivera,18,Wilsonbury,9,2,3,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Heather Dixon,16,Archertown,6,5,1,1.2,Low,Не будь слабим. Збільшуй навчання!
Rebecca White,16,South Kellyview,5,1,1,5.0,Medium,Практикуй більше годин
Michelle Gallagher,11,Cruzshire,4,2,2,2.0,High,Покращувати ефективність
Janice Dunn,15,New Jesse,3,3,3,1.0,High,Покращувати ефективність
Edgar Day,11,South Kevinchester,5,4,1,1.25,High,Покращувати ефективність
Anthony Ayala,11,North Sarahshire,1,5,3,0.2,High,Покращувати ефективність
Debra Kelly,15,Camerontown,7,1,3,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Tracey Silva,15,West Jasonborough,10,5,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Steven Edwards,13,West Justin,10,5,3,2.0,Low,Не будь слабим. Збільшуй навчання!
Christina Ibarra,11,Natashamouth,10,4,1,2.5,Low,Не будь слабим. Збільшуй навчання!
Stephanie Campbell,14,South Katieburgh,5,3,2,1.6666666666666667,High,Покращувати ефективність
Michael Moore,16,Port Melissa,3,2,3,1.5,High,Покращувати ефективність
Patricia Nunez,12,West Adrienne,11,2,1,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Brian West,12,North Randyton,5,2,2,2.5,High,Покращувати ефективність
John Brown Jr.,10,North Emily,9,3,3,3.0,Low,Не будь слабим. Збільшуй навчання!
Matthew Walton,18,Lake Melindafort,9,1,3,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Nicholas Lewis,14,Turnerhaven,3,2,1,1.5,High,Покращувати ефективність
Chad Ellison,13,Port Brandifurt,7,4,1,1.75,Low,Не будь слабим. Збільшуй навчання!
Donald Campbell,18,Kathrynmouth,9,2,1,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Joseph Jones,12,Paulstad,5,5,2,1.0,Low,Не будь слабим. Збільшуй навчання!
Michael Ferguson,14,Robertoville,7,1,1,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
William Anderson,16,Williamsburgh,2,2,3,1.0,High,Покращувати ефективність
Joe Ross,15,New Christopher,1,4,1,0.25,High,Покращувати ефективність
Tammy Arnold,17,Joneston,4,2,3,2.0,High,Покращувати ефективність
Brandon Crosby,17,Jamesmouth,11,5,3,2.2,Low,Не будь слабим. Збільшуй навчання!
Scott Shaw,11,Reginaton,8,5,3,1.6,Low,Не будь слабим. Збільшуй навчання!
Amy Morales,14,Davisburgh,4,4,1,1.0,High,Покращувати ефективність
David Hudson,18,East Gilbertmouth,1,3,2,0.3333333333333333,High,Покращувати ефективність
Eric Schmidt,12,Port Stephen,8,2,2,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Megan Ewing,11,Harrisonchester,6,4,1,1.5,Low,Не будь слабим. Збільшуй навчання!
Roger Baker,18,Port Jordan,3,2,1,1.5,High,Покращувати ефективність
Jennifer James,15,Dalefurt,12,2,3,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Nancy Smith,18,South James,1,2,1,0.5,High,Покращувати ефективність
Brandy Camacho,11,Dantown,1,2,2,0.5,High,Покращувати ефективність
Shawn Rodriguez,13,New Joshuaton,12,3,2,4.0,Low,Не будь слабим. Збільшуй навчання!
Miss Kelly Phillips DDS,10,East Corey,8,3,1,2.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Justin Smith,13,Lake Alexandria,11,4,1,2.75,Low,Не будь слабим. Збільшуй навчання!
Kaitlyn Gibson,18,Port Christophershire,8,2,3,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Elaine Aguirre,17,South Victoria,11,1,3,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Daniel Becker,10,Phillipsburgh,4,5,2,0.8,High,Покращувати ефективність
