Name,Age,City,Score,Hours_Study,Projects,Efficiency
Duane Galvan,17,West Gabrielborough,1,3,2,0.3333333333333333
Bryan Johnson,16,South Normahaven,7,4,1,1.75
Jasmin Flores,15,Brockport,1,1,3,1.0
Douglas Phillips,13,Sullivanview,3,2,2,1.5
Stacie Ramos,11,New Matthewborough,9,5,3,1.8
Shannon Jordan,16,Elizabethhaven,9,3,1,3.0
Crystal Brooks,10,Port Danashire,2,4,3,0.5
Carl Webb,12,Martinton,10,1,1,10.0
Dale Frazier,13,East Todd,3,4,3,0.75
Brent Cuevas,13,Seanchester,5,5,2,1.0
John Ware,10,Marybury,6,3,2,2.0
Marc Rodriguez,10,Smithborough,1,1,3,1.0
John Fritz,13,Carrieton,1,2,1,0.5
Tammy Schneider,13,Port Louis,4,5,1,0.8
Richard Weber,13,Natalietown,4,3,1,1.3333333333333333
Lindsey Sanchez,18,East Ashley,1,1,2,1.0
Tammy Hughes,12,Wrightborough,8,2,3,4.0
Andre Hanson,14,Lake Jillhaven,8,4,2,2.0
Jennifer Hernandez,15,Port Scott,6,4,3,1.5
Kyle Payne,15,Kimberlyside,6,3,1,2.0
Jeremy Miller,13,Sheltonberg,5,3,2,1.6666666666666667
Peter Hamilton,10,Holmesburgh,11,2,1,5.5
Terry Williams,17,Juliestad,2,4,1,0.5
William Rogers,12,South Marymouth,10,4,1,2.5
Dakota Carlson,10,Lake Bryan,4,2,3,2.0
Richard Howard,16,East Gregoryton,5,5,2,1.0
Julie Johnson,15,Port Brenda,6,5,2,1.2
Shannon Nguyen,12,West Amberland,12,4,3,3.0
Jeffrey Bell,17,Leeland,6,5,3,1.2
Andrew Smith,14,West Jessestad,11,1,1,11.0
Christopher Davis,17,Robertsview,11,2,1,5.5
Daniel Diaz,17,Schwartzville,1,2,2,0.5
Ashley James,17,Port Cynthia,1,1,1,1.0
Elizabeth Stewart,14,Michaelmouth,9,4,1,2.25
Thomas Cox,11,Mirandafurt,6,5,1,1.2
Emily Cardenas,11,Petersborough,1,5,1,0.2
Bernard Payne,16,East Michaeltown,12,2,1,6.0
Betty Miller,15,West Kara,12,2,3,6.0
Patrick White,10,South Adamchester,3,5,3,0.6
Justin Combs,15,South Alyssaport,6,1,1,6.0
Jeremy Powers,15,West Andreaville,10,3,2,3.3333333333333335
Jacob James Jr.,15,Jamesborough,11,4,2,2.75
Mark Vasquez,14,North Scottfort,6,1,1,6.0
Steven Jackson,14,Heatherfort,7,2,3,3.5
James Ball,12,Lake Wendy,10,2,3,5.0
Gabriel Andrews,13,Port Kathrynchester,11,1,2,11.0
Raymond Cook,14,Veronicamouth,9,5,1,1.8
Mark Short,11,West Michael,2,4,3,0.5
Michael Chambers,17,Benjaminmouth,2,3,2,0.6666666666666666
Thomas Fleming,11,New Joshua,11,1,1,11.0
Noah Terry,13,West Jessefort,2,3,3,0.6666666666666666
Jennifer Austin,15,Port Mary,7,5,3,1.4
Kayla Scott,15,Lake Tyler,4,4,3,1.0
Christina Cox,13,Port Billberg,1,2,3,0.5
Jonathan Wilkinson,12,North Jamestown,9,1,1,9.0
Christina Kirby MD,14,South Shannonton,9,3,3,3.0
Alexis Jones,16,South Bethanyland,3,3,2,1.0
Renee Casey MD,10,Crystaltown,6,4,1,1.5
Michelle Stuart,15,East Keith,4,4,1,1.0
Zachary Cook,16,New Kimchester,5,4,3,1.25
Jennifer Hansen,17,West Breannaberg,12,1,1,12.0
Danielle Perry,12,East Brettside,3,2,2,1.5
Erin Hall,10,East Kristinborough,11,1,2,11.0
Brianna Wright,10,East Elizabethside,3,5,1,0.6
Sylvia Johnson,10,West Sarah,5,4,3,1.25
Jared Combs,15,Lake Angela,8,1,3,8.0
Nicole Torres,12,Tammyton,1,4,2,0.25
Thomas Mendez,12,South Joe,5,5,2,1.0
Elizabeth Palmer,15,New Mark,10,3,3,3.3333333333333335
Kimberly Horton,14,Mendozaburgh,4,2,1,2.0
Monica Smith,15,Oconnorfort,4,3,2,1.3333333333333333
Jennifer Lara DVM,10,Isabelbury,4,2,3,2.0
Tristan Baker,14,Howeberg,7,3,3,2.3333333333333335
Patricia Rosales,11,Beardbury,10,3,2,3.3333333333333335
Peter Mills,11,Whiteberg,9,3,3,3.0
Jaime Hall,12,Smithfurt,1,3,3,0.3333333333333333
Leah Flowers,13,Schmidtland,6,2,3,3.0
Christopher Castro,17,East Lisaton,7,4,2,1.75
Linda Parker,15,North Jose,3,2,1,1.5
Melissa Morris,13,Fordberg,4,5,2,0.8
John Kelley,16,New Jessicaside,9,2,3,4.5
Sandra Mcdonald,17,East Jessica,5,4,2,1.25
Kevin Herman,16,Cummingschester,4,1,3,4.0
Jessica Steele,17,Port Aaronfort,4,2,3,2.0
Crystal Williams DVM,14,Port Loritown,9,5,2,1.8
Linda Rivera,10,South Alyssa,12,4,2,3.0
Kim White,13,Sarahchester,6,1,3,6.0
Brian Henderson,17,Russellfort,12,4,2,3.0
Hunter Flowers,13,Lisaport,2,1,2,2.0
Lisa Baldwin,18,Kimberlyberg,12,4,1,3.0
Michele Bruce,10,South Richardtown,3,3,3,1.0
Shelby Rose,10,East Michael,4,1,3,4.0
Randy Le,14,Juarezville,7,2,2,3.5
Carrie Andrews,10,New Holly,2,3,1,0.6666666666666666
Douglas Zamora,11,Port Kristen,3,1,3,3.0
Dawn Nelson,10,West Jeremiah,4,1,2,4.0
Erin Jones,11,New Sandraview,2,3,2,0.6666666666666666
Barbara Johnson,11,Galvanburgh,2,2,1,1.0
Kara Doyle,11,Freemanburgh,1,2,3,0.5
Rachael Williams,14,Quinnshire,6,3,1,2.0
Anthony Henderson,15,New Johnfurt,3,1,1,3.0
Rachel Washington,17,Robinsonside,7,3,3,2.3333333333333335
Edward Vasquez,10,Roberthaven,7,1,2,7.0
Candice Small,12,Port Karl,8,1,2,8.0
Lauren Chen,13,West Carloshaven,9,2,3,4.5
Dr. Jeffrey Martin MD,17,Meredithhaven,6,2,1,3.0
Sandra Patterson,11,Kelseyton,6,5,1,1.2
Andre Mckee,12,New William,12,1,3,12.0
Dylan Cook,14,Gonzaleschester,11,2,2,5.5
Judith Molina,14,Lake Valeriehaven,10,1,1,10.0
John Castillo,10,Sherrymouth,11,4,1,2.75
Jacob Cardenas,13,Larryport,11,4,2,2.75
Tamara Rojas,13,North David,1,5,3,0.2
Jesus Flores,18,West Katherine,9,3,1,3.0
Joseph White,15,Gilbertberg,12,4,1,3.0
Corey Murphy,13,Greenberg,10,5,2,2.0
Steven Palmer,17,South Cheryl,2,5,2,0.4
Alex Jackson,14,Port Saraborough,9,3,2,3.0
Michael Hammond,16,East Michelle,12,1,1,12.0
Heather Cardenas,13,Jeffreyborough,2,5,2,0.4
Andrea Scott,10,Kathleenchester,3,5,2,0.6
John Leonard,17,New Jessicamouth,2,2,1,1.0
Andrew Avila,12,Larsenberg,4,2,2,2.0
Dawn White,12,Elizabethchester,3,3,3,1.0
Brian Bradford,16,Port Michael,2,5,2,0.4
Melvin Harris,14,Leonardstad,2,3,1,0.6666666666666666
Bradley Smith,13,North Shaneland,4,3,3,1.3333333333333333
Denise Daniels,18,Richmondberg,9,3,1,3.0
Robert Pearson,10,Jonesfort,11,5,1,2.2
Deborah Warner,17,East Jonathanburgh,11,3,3,3.6666666666666665
Michael Burns,17,Christopherstad,10,4,2,2.5
Sharon Wright,14,Harrisview,12,3,2,4.0
Joshua Jones,14,Bookerburgh,9,5,3,1.8
Connor Drake,17,Port Ryanland,3,5,3,0.6
Kenneth Scott,18,Evansberg,12,3,3,4.0
Emma Wiggins,17,Lisafurt,9,2,1,4.5
Michele Miles,15,New Bryan,8,1,1,8.0
April Murray,13,Rodriguezshire,9,3,2,3.0
Brendan Lee,11,Popeville,3,4,3,0.75
Jill Lane,11,Sabrinaside,11,4,3,2.75
John Cruz,11,Carrieburgh,3,1,2,3.0
Kyle Castaneda,13,Mirandaside,9,5,3,1.8
Rachel Turner,12,Timothyshire,9,2,2,4.5
Martin Boyd,16,Myershaven,11,1,1,11.0
Marcus Moore,14,Franklinmouth,1,4,3,0.25
Christina Williams,14,Sanderston,7,4,3,1.75
Elizabeth Johnson,12,Port Derek,11,1,1,11.0
Joe Walker,15,East Benjaminbury,10,2,1,5.0
Paula Cole,10,West Jennifer,2,4,3,0.5
Martin Quinn,13,West Natalieview,9,2,3,4.5
Christopher Gray,14,Port Franklinstad,6,3,1,2.0
Wesley Walker,12,Toddview,3,1,3,3.0
Christina Cooper,17,Rachelview,6,1,3,6.0
Deborah Mcintyre,17,East Joshua,3,1,3,3.0
Brandon Lopez,15,Carterberg,6,5,1,1.2
David Thompson,13,North Laurenburgh,4,5,3,0.8
Bonnie Black,14,Paulborough,5,1,1,5.0
Dominique Walker,13,East Daniel,10,4,2,2.5
Amy Harris,18,Lucaschester,10,4,3,2.5
Alexis Washington,11,South Cheryl,12,3,1,4.0
Brandon Lawrence,17,Michealland,12,5,2,2.4
Dr. Victor Robinson DDS,12,Christineshire,8,4,2,2.0
Sarah Bruce,14,West Christina,11,4,2,2.75
John Skinner,14,East Jeremiahfort,8,3,1,2.6666666666666665
Timothy Klein,12,Lake Brandonhaven,4,2,2,2.0
Karla Sellers,14,Lake Melissa,1,4,2,0.25
Timothy Mcclure,18,Chavezside,8,4,3,2.0
Corey Frank,14,Levychester,1,5,2,0.2
Nicholas Park,15,Lake Peggy,1,2,2,0.5
Joshua Mathis,16,South Janet,3,2,3,1.5
Carlos Turner,18,East Meganstad,5,2,3,2.5
Jason Steele,18,Lesliehaven,2,3,3,0.6666666666666666
Ian Blackwell,12,West Lydia,7,1,1,7.0
Maria Morris,18,Lake Miranda,10,2,2,5.0
Peggy Yang,12,Smithton,9,3,3,3.0
Eric Simpson,15,Port Michael,4,2,1,2.0
Jacob Hebert,12,Port Elizabeth,1,2,2,0.5
Bethany Brewer,18,Griffinburgh,2,5,1,0.4
Christopher Mejia,17,Port Misty,2,2,2,1.0
Curtis Wyatt Jr.,16,Grossville,5,5,1,1.0
Gina Lawrence,18,South Kristenville,7,4,1,1.75
Steven Jones,18,Stephaniemouth,12,5,3,2.4
Matthew Jacobs,17,Port Yeseniachester,1,3,3,0.3333333333333333
Karen English,11,Kristenfurt,8,5,1,1.6
Rachael Thompson,15,West Danielstad,4,2,2,2.0
Catherine Estrada,15,Lewischester,6,2,2,3.0
Brian Hickman,11,Hollowayburgh,12,2,1,6.0
Hannah Chapman,10,Tracytown,11,4,1,2.75
Kyle Lawrence,11,Valeriefurt,3,1,2,3.0
Nathan Campbell,13,Aguirremouth,12,4,2,3.0
Kyle Ramos,14,Glennside,10,1,3,10.0
Jeffrey Garrison,13,Hortonhaven,4,5,3,0.8
Tonya Holland,17,South Christopher,1,1,3,1.0
Angel Brown,14,North Oscar,4,4,3,1.0
Cindy Jones,16,Port William,11,4,2,2.75
Robert Hendricks,17,Rodriguezshire,5,5,3,1.0
Mr. Kevin Hughes,10,East Anthonyshire,3,2,2,1.5
Stephen Saunders,13,West Ashley,10,1,3,10.0
Brooke Walker,11,East Douglasside,2,3,2,0.6666666666666666
Richard Hernandez,16,North Michaeltown,3,3,3,1.0
Kevin Thompson,18,Bartonborough,7,3,2,2.3333333333333335
Erika Watts,12,Rossport,4,5,3,0.8
Grant Johnston,16,Lake Julieberg,5,5,2,1.0
Monica Murphy,11,South Peggy,2,4,1,0.5
Meghan Smith,11,Mccartychester,6,3,3,2.0
Tyler Vargas,17,Rosston,3,2,2,1.5
Yvonne Ramirez,13,Sarashire,9,1,2,9.0
Jessica Allen,11,South Matthewfort,2,1,3,2.0
Leah Vaughn,16,Thomasshire,4,5,3,0.8
Meredith Pacheco,18,Jessicaberg,5,3,2,1.6666666666666667
Krystal Cruz,17,Monicaport,4,4,1,1.0
Arthur Fox,18,Carolstad,12,3,2,4.0
Amber Padilla,15,New Victoria,10,2,1,5.0
Martin Nguyen,16,West Toniton,10,5,3,2.0
Jennifer Mack,15,New Michael,12,2,1,6.0
James Olson,12,Michelleville,8,1,1,8.0
Alicia Andersen,12,Davidchester,12,5,1,2.4
James Gilbert,13,Rojasmouth,3,5,2,0.6
Martin Whitehead,16,Arielville,8,2,1,4.0
Monique Rivera,17,South Debra,5,5,1,1.0
Tiffany Farley,15,West Jonathanborough,12,3,2,4.0
Lauren Pearson,16,Joannview,6,1,2,6.0
Debra Rosario,11,South Sherri,10,1,3,10.0
Ross Smith,18,West Thomas,1,3,1,0.3333333333333333
Julia Hobbs,13,Shannonhaven,8,5,2,1.6
John Frank,18,North Jenniferton,11,4,1,2.75
Kim Wilkins,18,Lake Jeffreyborough,1,4,3,0.25
Nicole Freeman,17,Rosalesshire,11,4,2,2.75
Rebecca Collins,16,East Dan,9,1,1,9.0
Cynthia Wells,10,Tylerchester,11,1,3,11.0
Elizabeth Smith,13,Briannaside,2,2,2,1.0
Vincent West,17,South David,10,2,3,5.0
Samantha Williams,16,Ericbury,8,3,2,2.6666666666666665
Richard Duarte,10,East Karen,4,3,2,1.3333333333333333
Diana Bailey,13,New Sheilaton,2,2,1,1.0
Jodi Gilbert,13,West Briantown,9,4,3,2.25
Miranda Porter,16,Jonside,3,4,1,0.75
David Arias,12,South Bernard,11,5,1,2.2
Tommy Ali PhD,13,Simmonsfort,6,5,3,1.2
Henry Lopez,16,West Paula,11,2,1,5.5
Kayla Bauer,15,East Crystalburgh,12,5,2,2.4
Donald Zimmerman,11,Cruzview,10,5,2,2.0
David Jackson,17,Rachaeltown,1,4,1,0.25
Lori Silva PhD,13,New Nicole,7,5,3,1.4
Shelly Harris,18,South Jenniferhaven,7,3,3,2.3333333333333335
Michelle Terry,12,Corystad,1,3,2,0.3333333333333333
Robert Hammond,15,Port Timothy,9,4,3,2.25
Alexander Marquez,15,New Karen,4,5,1,0.8
Devin Phillips,14,Ramirezport,6,1,1,6.0
Christian Johnson,11,Gonzalezton,4,5,2,0.8
Samantha Brown,17,Steveview,5,3,2,1.6666666666666667
Julie Powers,17,Carlastad,6,1,2,6.0
Cynthia Wilson,16,West Wendyton,11,3,2,3.6666666666666665
Dr. Andrea Williams,12,Garciamouth,1,4,2,0.25
Seth Rodriguez,11,South Michael,10,4,1,2.5
Michelle Bush,18,Luismouth,1,2,1,0.5
Matthew Patterson,18,Port Samuelfurt,12,2,3,6.0
Margaret Mosley,15,North Susan,9,3,3,3.0
Ashley Summers,14,Wolfetown,8,4,2,2.0
Nancy Coleman,10,Port Jasonville,12,5,3,2.4
Nathan Jones,10,Rebeccaberg,8,5,1,1.6
Patrick Lewis,12,North Eric,3,3,2,1.0
Casey Livingston,14,Gonzalezland,11,1,2,11.0
Caroline Stewart,16,Vanessaville,6,3,1,2.0
Kathryn Williams,10,Port Peggy,4,5,1,0.8
Derek Boyer,14,West John,10,2,1,5.0
Lauren Luna,17,Port Laurieborough,10,5,2,2.0
Dave Knight,16,New Kristenburgh,1,5,1,0.2
Dawn Marquez,13,Gregoryton,10,4,1,2.5
Jeanne Frank,11,Michelefort,8,1,2,8.0
Julia Lee,18,Garciafort,3,5,3,0.6
Cindy Cobb,13,New Nathanport,3,3,3,1.0
Maria Callahan,17,Mitchellmouth,6,5,2,1.2
Wendy Wright,11,Kelleyville,8,4,3,2.0
Jamie Jarvis,18,Lake Johnland,2,5,2,0.4
Linda Brown,17,Rhodesburgh,12,1,1,12.0
Amanda Vasquez,12,Jeffreybury,1,5,1,0.2
John Cherry,18,Kevinfort,3,3,3,1.0
Sharon Perez,16,New Ericside,4,1,2,4.0
Allison Davidson MD,13,West Bryanmouth,5,5,1,1.0
Patrick York,12,East Juan,11,1,3,11.0
Katelyn Clark,12,Osbornberg,1,3,3,0.3333333333333333
Dominic Brown,14,North Nicoleland,5,1,3,5.0
Elizabeth Perez,15,Snyderbury,8,2,2,4.0
Shannon Kelly,13,Danielton,7,1,2,7.0
Robert Scott,17,North Deborahfort,10,3,3,3.3333333333333335
James Walker,14,New Hannah,2,4,3,0.5
Patricia Bradford,18,West Barry,8,4,2,2.0
James Turner,10,Nealstad,11,1,1,11.0
Joseph Franco,15,Richardhaven,4,4,1,1.0
Mrs. Ellen Moore DDS,12,Brendatown,6,1,3,6.0
Craig Schmidt,10,Jamesborough,1,1,3,1.0
Amanda Garza,12,North Victoria,7,2,1,3.5
Richard Norton,18,Lake Joseph,1,5,3,0.2
Kim Joseph,15,Petersfort,9,5,1,1.8
Mrs. Kimberly Lopez,16,Robertsfort,7,4,2,1.75
Joseph Robinson,15,Melissatown,4,3,1,1.3333333333333333
Sarah Anderson,11,Garciatown,6,3,3,2.0
Sophia Nelson MD,12,East Paigeborough,10,1,2,10.0
Cathy Wagner,12,Kathyfurt,2,3,2,0.6666666666666666
Derek Meadows,10,Karenhaven,9,3,3,3.0
Eugene Gibson,15,Reynoldsberg,7,2,2,3.5
Karen James,10,Alexanderberg,6,1,1,6.0
Antonio Martin,14,Lake Kathy,5,1,3,5.0
Samantha Morrison,12,Port Amanda,12,3,1,4.0
Brandon Hernandez,11,Rivasmouth,4,4,3,1.0
Robert Edwards,10,North Tiffanyhaven,5,1,1,5.0
Wayne Hill,11,North Crystalberg,9,3,2,3.0
Joshua Cruz,11,West Wayneton,10,5,2,2.0
Scott Barker,16,Port Micheal,9,5,1,1.8
James Harris,11,Lauraville,5,5,1,1.0
Sarah Young,18,Johnsonberg,2,3,2,0.6666666666666666
David Smith,17,East Elizabethtown,4,3,3,1.3333333333333333
Melissa Herman,12,West Kariberg,12,1,2,12.0
Sabrina Martin,12,Port Jimmy,6,2,2,3.0
Anna Williams,11,Lake Anna,6,5,3,1.2
Teresa Adams,18,Carterfurt,5,4,2,1.25
Monica Simon,16,East Kathleen,2,1,3,2.0
Don Porter,13,New Steveberg,10,5,2,2.0
Shawn Vasquez,17,Brooksfurt,12,2,3,6.0
Cory Bean,12,New Anneborough,6,1,3,6.0
April Smith,18,Briannaside,10,2,3,5.0
Sean Conrad,14,Anthonychester,8,2,3,4.0
Christopher Chen,11,South Jennifer,10,1,3,10.0
Anna Branch,10,Robinsontown,3,3,2,1.0
Ryan Oneill,10,Lake Christopher,2,5,1,0.4
Marie Williams,13,South Susanton,6,5,1,1.2
Gregory Cummings,18,West Katherinetown,8,1,2,8.0
Emma Phillips,18,Jesusfurt,4,2,1,2.0
Mark Shaw,16,Mckeebury,12,2,1,6.0
Denise Martinez,17,Gregoryview,3,2,1,1.5
Amanda Montoya,13,East Dana,8,4,1,2.0
Connie Murphy,15,Port Brendastad,5,5,1,1.0
Natasha Lewis,17,Yolandamouth,2,3,3,0.6666666666666666
Patricia Mcgee,10,East Christina,10,3,3,3.3333333333333335
Michael Orr,10,East Jessicamouth,6,2,1,3.0
Jerry Ross,16,North Jacquelineburgh,5,3,1,1.6666666666666667
Devin Oconnor,13,North Juliahaven,5,1,2,5.0
Kathleen Payne,14,Dianaside,12,1,2,12.0
Amber Houston,11,Feliciaberg,3,4,1,0.75
Catherine Hobbs,10,Ericmouth,2,4,3,0.5
Jennifer Parker,15,Jeremyside,10,4,1,2.5
Kristin Stephenson,15,Rodneyberg,10,5,1,2.0
Mallory Morrow,13,East Richard,3,5,2,0.6
Tracie Johnson,13,East Susanmouth,12,1,3,12.0
Daniel Armstrong,16,West Alexander,3,3,2,1.0
Antonio Rodriguez,13,Antoniostad,1,2,3,0.5
Samuel Henderson,10,Port Michael,12,1,2,12.0
Donald Raymond,10,Fredfurt,6,1,2,6.0
Lauren Mcdonald,10,Allentown,7,1,3,7.0
Catherine Richardson,17,Johnsonberg,5,1,1,5.0
Robert Peterson,15,East Toddside,4,4,1,1.0
Norma Brown,18,East Robertside,4,4,3,1.0
Ryan Lewis,16,Kathyburgh,4,3,1,1.3333333333333333
Kim Clayton,14,East Michaelfurt,11,5,1,2.2
Calvin Randall,13,West Christopherburgh,2,4,1,0.5
Mr. Gary Olsen,15,East Jacob,1,1,2,1.0
Charles Jones,10,Isaiahside,12,4,1,3.0
Amanda Taylor,11,Lauraport,2,2,1,1.0
Frederick Reed,10,Walkertown,11,5,1,2.2
Kyle Hunt,16,West Adamland,3,2,2,1.5
Michael Jenkins,13,Ericaport,9,5,3,1.8
Michelle Ruiz,11,Duanetown,10,1,3,10.0
Mikayla Mercado,13,Brittneyview,6,5,2,1.2
Timothy Crosby,17,Port Ashley,10,4,1,2.5
Peter Duncan,16,North Jodiberg,3,5,1,0.6
Mark Knight,14,Rachelmouth,7,3,3,2.3333333333333335
Timothy Herrera,13,Port Christopherbury,8,2,3,4.0
Justin King,14,Scottfurt,7,4,3,1.75
Lisa Mendoza,17,Lake Sara,5,3,1,1.6666666666666667
Timothy Reynolds,15,West Melanieport,8,5,3,1.6
Gina Thomas,18,East Johnton,4,3,2,1.3333333333333333
Stephen Morrison,17,Christopherport,12,3,3,4.0
Amanda Keller,18,South Josephland,3,4,2,0.75
Kimberly Ward,15,West Amy,4,1,2,4.0
Eric Barajas,18,Richardshire,7,1,3,7.0
Jeremy Cook,14,Wolfhaven,8,5,1,1.6
Jonathan Price DVM,18,Lloydport,5,4,2,1.25
Tina Rodriguez,14,Warrentown,5,4,3,1.25
Maurice Collier,15,Lunafort,4,3,3,1.3333333333333333
Alyssa Kelly,14,Port Steven,3,5,2,0.6
Stephen Lopez,14,Boltonshire,2,5,1,0.4
David Page,14,West Kristinafort,1,4,1,0.25
Jimmy Mccoy,14,South David,7,1,1,7.0
Laura Casey,13,East Mitchell,8,3,3,2.6666666666666665
Jacob Brown,11,North Audreyview,7,3,1,2.3333333333333335
Terri Walker,12,East Seanton,7,1,3,7.0
Jennifer Lee,11,Port Tanyafort,8,3,2,2.6666666666666665
Adam Smith,17,Maldonadoland,4,3,2,1.3333333333333333
Frederick Brown,10,Port Nathan,1,3,2,0.3333333333333333
Cynthia Horton,18,West Paul,8,3,2,2.6666666666666665
Cynthia Molina,18,Kaneshire,11,2,1,5.5
Brittany Anderson,13,New Jeffreyfort,1,4,1,0.25
Susan Jimenez,11,New Elizabeth,1,5,1,0.2
Tristan Knight,15,West Andrew,8,3,3,2.6666666666666665
Cynthia Maxwell,18,West Briana,4,3,1,1.3333333333333333
Katherine Wright,14,Perkinsview,4,4,2,1.0
Victoria Smith,14,Oliverton,12,4,1,3.0
Allison Howard PhD,15,Pagefurt,10,5,3,2.0
Michelle Logan,16,East Carlton,2,3,1,0.6666666666666666
Christine Hoover,11,Lake Stephenmouth,2,2,3,1.0
Sean Booker,17,Gilesberg,3,5,2,0.6
Amanda Acosta,13,Perezview,9,2,3,4.5
Luis Villa,13,South Curtisstad,11,3,3,3.6666666666666665
Daniel Hughes,10,South Alejandrostad,3,3,2,1.0
Tammy Holmes,18,Jacquelinebury,9,5,1,1.8
Ann Villegas,18,New Paulfurt,4,5,3,0.8
Mrs. Sarah Hardy,15,Martinezfurt,3,5,3,0.6
Diana Parker,14,New Jennifer,3,5,1,0.6
Brian Chang,10,Torreschester,6,5,1,1.2
Sandra Williams,15,Ryanborough,5,5,3,1.0
Miguel Cox MD,11,Lake Denise,2,2,3,1.0
Rachel Taylor,13,Carolmouth,9,5,2,1.8
Stephanie Harris,15,Courtneyside,11,4,3,2.75
Steven Adams,14,Gibbschester,7,3,2,2.3333333333333335
Sean Sanders,13,Lake Erikashire,6,4,3,1.5
Raymond Alexander,14,Jamesport,7,3,3,2.3333333333333335
Jennifer Olsen,14,Chadchester,9,3,2,3.0
Teresa Austin,11,South Rachelport,10,2,2,5.0
Tiffany Burns,16,South Chad,11,4,1,2.75
Jeffrey Hayden,11,Lesliehaven,6,1,2,6.0
Erica Hill,10,Garyborough,8,2,3,4.0
Rebecca Williams,18,Loweborough,2,5,1,0.4
Amanda Dennis,15,Sotostad,3,2,2,1.5
Susan Hansen,12,Toddfort,7,4,2,1.75
Debbie Wu,17,East Stacy,6,1,3,6.0
George Shepherd,11,South Abigail,7,5,2,1.4
Brittany Good,12,Allenton,8,4,2,2.0
Joseph Velasquez,17,New Ashley,7,3,1,2.3333333333333335
David Travis,15,North Heidimouth,8,1,3,8.0
Phillip Lopez,16,North Robert,4,5,1,0.8
Steven Turner,17,New Williamfort,5,1,2,5.0
Christopher Bryant,11,Seanland,2,2,1,1.0
Michael Cantu,12,Michaelview,8,3,2,2.6666666666666665
Stephen Garcia,14,Victoriatown,3,4,3,0.75
Sara Keller,17,Robertville,9,5,3,1.8
Amy Woods,16,Timothyland,2,2,3,1.0
Amber Ali,10,Hawkinsfort,10,4,1,2.5
Steven Clark,14,West Alyssa,1,2,1,0.5
Cheryl Benton,10,New Nathan,2,5,2,0.4
Gene Carlson,10,North Lisa,1,1,1,1.0
Kenneth Mendez,16,South Joborough,7,5,2,1.4
Michelle Clark,14,Alexandriashire,10,4,2,2.5
Mrs. Elizabeth Kane,15,North Justin,11,5,2,2.2
Jason Howard,16,Port Michelle,2,3,1,0.6666666666666666
Maria Christian,18,East Ronald,11,5,2,2.2
Jacob Noble,12,East Nicholasport,8,1,2,8.0
Kathleen Martin,11,Dennisborough,7,3,1,2.3333333333333335
Steven Sullivan,17,Michelleview,4,1,1,4.0
Geoffrey Harding,12,Eddieport,11,1,1,11.0
Amanda Jackson,10,Lake Amyfurt,8,1,3,8.0
Travis Anderson,10,Andreport,5,3,1,1.6666666666666667
Mrs. Natasha Thompson,10,Traviston,2,4,2,0.5
Sara Wells,10,East Melaniechester,7,4,1,1.75
Patrick Johnson,12,East Jenniferside,1,2,2,0.5
Michael Salas,16,Port Carla,10,2,3,5.0
Barbara Bernard,11,New Teresaland,6,1,3,6.0
Ruben Davis,13,Lake Robin,12,3,2,4.0
Ann Johnson,13,New Robertmouth,11,3,1,3.6666666666666665
Angela Alexander,15,Hinesside,11,4,3,2.75
Joanna Kelley,18,Suzannemouth,12,4,2,3.0
Brian Frederick,14,Port Christopher,10,3,3,3.3333333333333335
Tonya Griffin,11,West Feliciaport,9,2,2,4.5
Jason Mccullough,14,South Robertport,12,5,2,2.4
Virginia Rivera,10,West Kayla,1,4,1,0.25
Heather Lane,15,Gutierrezfort,11,4,2,2.75
Christopher Nixon,12,Lake Jonathanton,6,5,1,1.2
Jill Garrison,10,Lake Wesley,8,1,3,8.0
Alexis Gonzalez,17,West Lynnborough,10,5,2,2.0
Gregory Heath,18,Port Brian,3,4,2,0.75
Alexis Carter,17,New Joshua,2,4,3,0.5
William Faulkner,11,Stewartstad,1,2,1,0.5
Michelle Moss,16,Forbeston,5,4,2,1.25
Amanda Snyder,12,East Sandrashire,12,4,2,3.0
Grace Smith,11,Kellyberg,8,3,1,2.6666666666666665
Alison Norman,16,West Kathleen,4,3,1,1.3333333333333333
Larry Thomas,15,Jamieberg,6,3,1,2.0
Brady Martin,10,East Hollystad,3,2,3,1.5
Alexandria Carter,14,Lake Vanessaview,4,4,3,1.0
Tamara Lopez,16,New Jamesfurt,1,3,1,0.3333333333333333
Kathryn Owen,10,Drakestad,10,2,1,5.0
Matthew Roman,18,New Tiffany,12,3,3,4.0
Garrett May,11,South Charlesview,9,2,2,4.5
Corey Stephenson,15,Tinamouth,11,2,3,5.5
Jennifer Peck,10,Rodriguezside,1,4,3,0.25
Maria Sullivan,12,West Hector,6,1,1,6.0
Colton Roberts,14,Saraburgh,5,2,3,2.5
Ian Gonzalez,12,Mayerland,6,2,2,3.0
Emily Chung,11,Monroechester,2,4,1,0.5
Katie Parker,12,New Savannahville,12,2,2,6.0
Elizabeth Roberts,16,West Angela,12,2,2,6.0
Eric Ramirez,14,New Michael,4,1,2,4.0
Brandi Melton,18,Williamsville,4,3,2,1.3333333333333333
Briana Guerrero,14,Matthewton,8,4,3,2.0
Courtney Figueroa,18,North Jaredbury,1,2,3,0.5
George Knox,12,Michaelstad,9,4,3,2.25
Susan Vasquez,12,West Christopherstad,7,1,1,7.0
Meredith Hunt,14,Jacquelineside,12,2,1,6.0
